author_id;author_name;gender;img_url;about;country_name;country_region;country_id
37;Bryce Courtenay;unknown;https://images.gr-assets.com/authors/1451420021p7/9829299.jpg;J. M. Levinton's urban antasy novel Magical Ties (The Emily Goddard Chronicles Book 1) is at Amazon. Her short story ;India;Asia;3
38;Dennis Brindell Fradin;female;https://images.gr-assets.com/authors/1360078635p7/6915508.jpg;Ryann Kerekes writes young adult novels with a strong dose o romance. She lives in Minnesota with a super cute husband and two puppies one o which may be part monkey. When not writing she enjoys reading hiking laughing and day dreaming about kissing scenes. ;Italy;Europe;10
39;Francis Frangipane;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Brazil;South America;4
40;John C. Maxwell;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;United Kingdom;Europe;6
41;Dave Lakhani;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Canada;North America;12
42;Louis E. Catron;male;https://s.gr-assets.com/assets/nophoto/user/m_333x500-a9c67bed07ee7e10983a5d5ccc572516.png;;Spain;Europe;7
43;Adam Ginsberg;female;https://s.gr-assets.com/assets/nophoto/user/f_333x500-c8899232290ea51bb160dea14c29470b.png;;United States;North America;11
44;Marsha Collier;unknown;https://images.gr-assets.com/authors/1457468273p7/4565084.jpg;Evan Ratli is the editor o The Atavist magazine. His writing has appeared in Wired where he is a contributing editor;Canada;North America;12
45;Debra Schepp;female;https://images.gr-assets.com/authors/1530114085p7/13486058.jpg;REBECCA RODE is the USA Today and Wall Street Journal bestselling author o the Numbers Game trilogy the Ember in Space series and numerous novellas. She is also a reelance journalist. She has our children two cats one husband and a ridiculous number o books. Visit her at a target=;Italy;Europe;10
46;Chris Malta;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Germany;Europe;2
47;Julia Wilkinson;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Brazil;South America;4
48;Lucas Carlson;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;India;Asia;3
49;Ruby Ann Boxcar;male;https://s.gr-assets.com/assets/nophoto/user/m_333x500-a9c67bed07ee7e10983a5d5ccc572516.png;;Germany;Europe;2
50;Ruby Banks-Payne;female;https://images.gr-assets.com/authors/1391549220p7/215652.jpg;I was born in Haliax. I've lived in Montreal Toronto and New York. Consequently I can no longer remember the preerred pronunciation and sometimes spelling o certain words such as process route pasta cheque etc. but I do know that no one in Canada says aboot. It's more like a-boat. Here is an explanation I stole rom a Yahoo. ;Germany;Europe;2
51;Rob Orsini;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;United States;North America;11
52;Ruby Le Bois;male;https://images.gr-assets.com/authors/1542164779p7/8283354.jpg;;United States;North America;11
53;Leo Tolstoy;female;https://s.gr-assets.com/assets/nophoto/user/f_333x500-c8899232290ea51bb160dea14c29470b.png;;South Africa;Africa;1
54;Marianne Sturman;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;United States;North America;11
55;Gloria Goldreich;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Japan;Asia;5
56;Anthony Thorlby;unknown;https://images.gr-assets.com/authors/1558430755p7/3107824.jpg;Proessor and Director o the Center or Medicine Health and Society at Vanderbilt University;United States;North America;11
57;Mulk Raj Anand;male;https://images.gr-assets.com/authors/1485124892p7/1204307.jpg;For 16 years I was executive director o a nationally-certiied crisis intervention and suicide prevention center in the San Francisco Bay Area. I have also been executive director o three university-run counseling centers and assistant director o a two-county social service agency. Three o my books--;Italy;Europe;10
58;John Banville;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Japan;Asia;5
59;Eliot Ness;female;https://images.gr-assets.com/authors/1554766492p7/18785403.jpg;Susan Hurley is a health economist and writer. Her work has appeared in national and international publications including The Australian The Lancet and The Big Issue. Eight Lives is her debut novel.;United States;North America;11
60;Narendra Jadhav;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Spain;Europe;7
61;V.T. Rajshekar;unknown;https://images.gr-assets.com/authors/1542700133p7/17133050.jpg;Kali is a West Aussie living in Brisbane. A ormer anthropologist she now writes historical iction and teaches in the writing program at The University o Queensland.;United Kingdom;Europe;6
62;Oliver Mendelsohn;female;https://images.gr-assets.com/authors/1223245810p7/69312.jpg;;Brazil;South America;4
63;Vasant Moon;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;Librarian Note: There is more than one author in the Goodreads' database with this name. =;United Kingdom;Europe;6
64;Peter Achinstein;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Japan;Asia;5
65;Barry R. Cournoyer;male;https://images.gr-assets.com/authors/1351337817p7/6563440.jpg;Michael King is a pen name or Mike Dellosso author o numerous novels o suspense including Darkness Follows Darlington Woods and Scream. Mike is a member o the American Christian Fiction Writers and is a popular conerence and workshop teacher. He earned his BA degree rom Messiah College and his MBS rom Master's International School o Divinity. He lives in Hanover PA with his wie and daughters. Mike is also a survivor o colon cancer diagnosed in 2008.;Australia;Oceania;9
66;George Smoot;female;https://images.gr-assets.com/authors/1581330736p7/16799466.jpg;Maria Vale is a journalist who has worked or Publishers Weekly Glamour Redbook and the Philadelphia Inquirer. She's a double-Rita inalist whose books have been listed by Amazon Library Journal Publishers Weekly ALA Booklist &amp;South Africa;Africa;1
67;Madeleine L'Engle;unknown;https://images.gr-assets.com/authors/1567057751p7/18287937.jpg;;South Africa;Africa;1
68;Tara MacCarthy;unknown;https://images.gr-assets.com/authors/1383868271p7/7152553.jpg;;United States;North America;11
69;Valerie Metcalf Estoye;female;https://images.gr-assets.com/authors/1456872952p7/6921065.jpg;I have been writing since I was eight. I started out with poetry. Eventually I moved on to short antasy stories then eventually books. I have always loved books whether I was reading them or writing them. Books were always a perect escape rom reality. When I was growing up I admired authors and I imagined I would eventually be one.The primary genre I write is antasy romance. I love creating tough heroines and sexy vampires werewolves Fae and every other supernatural creature I can come up with. I also write new adult romance when I am in the right mood. I want my readers to get the same joy rom reading my stories that I do when I read some o my avorite authors.;Italy;Europe;10
70;Charlotte S. Jaffe;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Spain;Europe;7
71;Anne Troy;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;France;Europe;8
72;Charles Todd;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;India;Asia;3
73;Christopher Waldrep;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Spain;Europe;7
74;Ewan McGregor;female;https://images.gr-assets.com/authors/1462623437p7/5832703.jpg;Nicole Helm is the bestselling author o down-to-earth contemporary romance and ast-paced romantic suspense. From armers to cowboys midwest to the west she writes stories about people inding themselves and inding love in the process.She lives with her husband and two young sons in Missouri enjoying Cardinals baseball and dreams about someday owning a barn.You can contact her via email: Nicole@nicolehelm.com or visit her website: a target=;Australia;Oceania;9
75;Daniel Abraham;female;https://images.gr-assets.com/authors/1453128544p7/13553911.jpg;;Australia;Oceania;9
76;Charles Willeford;female;https://images.gr-assets.com/authors/1574624907p7/3396536.jpg;Leigh Duncan is an Amazon best-selling author and a National Readers' Choice Award winner the author o more than two dozen novels novellas and short stories. However the biggest thrill o her career--so ar!--came when she saw her book Journey Back to Christmas eatured on the Home and Family Show ater Hallmark Publishing chose Journey to introduce its new line o romance novels. Her newest Hallmark Publishing release A Simple Wedding and her upcoming A Cottage Wedding (6/2/20) are the irst o several books in Leigh's Heart's Landing series. These sweet contemporary romances take place in a small town known as America's Top Wedding Destination and each book centers on one couple who all in love in Heart's Landing. Leigh lives on Central Florida's East Coast where she loves to stay in touch with readers through social media. Find her at a target=;Italy;Europe;10
77;Kirby Olson;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Australia;Oceania;9
78;Tom Wolfe;female;https://images.gr-assets.com/authors/1485183715p7/16260691.jpg;Xela spends most o her time raising children--three in her home and hundreds in a public school. Aliens have always held her ascination and she hopes to meet one someday. ;Italy;Europe;10
79;Edward Lear;male;https://images.gr-assets.com/authors/1360461785p7/6927035.jpg;Ken Doyle was born in Bombay India into a amily with Portuguese and Anglo-Indian roots. He moved to the USA or graduate studies and currently lives in Madison Wisconsin with his amily. One o his early short stories written at the age o sixteen was selected or inclusion in an anthology o Indian science iction. Currently his writing spans several genres including literary iction and science iction or young adults.Facebook: =;France;Europe;8
80;Quentin Blake;unknown;https://images.gr-assets.com/authors/1339289855p7/3960325.jpg;Shehan Karunatilaka lives and works in Singapore. He has written advertisements rock songs travel stories and bass lines. This is his irst novel. ;United States;North America;11
81;Henry Miller;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;South Africa;Africa;1
82;Matthew Carmona;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Italy;Europe;10
83;Erving Goffman;female;https://images.gr-assets.com/authors/1336589993p7/5831956.jpg;I'm the author o the novel ;India;Asia;3
84;Charles A. Coulombe;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;France;Europe;8
85;Sian Phillips;male;https://images.gr-assets.com/authors/1352650694p7/222110.jpg;;Spain;Europe;7
86;Calvin Morrill;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;France;Europe;8
87;Mark C. Childs;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Brazil;South America;4
88;F. Belton Joyner Jr.;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Italy;Europe;10
89;Braiden Rex-Johnson;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;United States;North America;11
90;Malcolm Miles;female;https://images.gr-assets.com/authors/1456432045p7/4937123.jpg;Photographer and Writer;South Africa;Africa;1
91;Henry James;male;https://s.gr-assets.com/assets/nophoto/user/m_333x500-a9c67bed07ee7e10983a5d5ccc572516.png;;Canada;North America;12
92;Joel Porte;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;France;Europe;8
93;Marguerite Duras;male;https://images.gr-assets.com/authors/1325706637p7/5429037.jpg;;Canada;North America;12
94;John E. Upledger;male;https://s.gr-assets.com/assets/nophoto/user/m_333x500-a9c67bed07ee7e10983a5d5ccc572516.png;;South Africa;Africa;1
95;Kahlil Gibran;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;India;Asia;3
96;Jean Gibran;male;https://images.gr-assets.com/authors/1261100197p7/3240397.jpg;My name is Jonathan Bender. I'm a journalist working on a book about adult ans o LEGO. I spent the last year learning about the adult an culture and rediscovering how to build. The book LEGO: A Love Story will be published by John Wiley &amp;United States;North America;11
97;Robert Louis Stevenson;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;India;Asia;3
98;Deidre S. Laiken;male;https://s.gr-assets.com/assets/nophoto/user/m_333x500-a9c67bed07ee7e10983a5d5ccc572516.png; There is more than one author with this nameSir John Patrick Richardson KBE was a British art historian and Picasso biographer. The elder son o Sir Wodehouse Richardson he was sent to board at two successive schools ater his ather's death in 1929. When he was thirteen he became a boarder at Stowe school where he admired the architecture and landscape and was taught something about the work o Picasso and other innovative painters. Ater bring invalided out o the army in the Second World War he worked in London as an industrial designer and became riends with the painters Francis Bacon and Lucian Freud.In 1949 Richardson met the art historian and collector Douglas Cooper and the two began a relationship that would last ten years. In 1952 he moved with Cooper to Provence where he met a number o artists including Pablo Picasso. In 1960 Richardson let Cooper and moved to New York where he worked in the art world until retiring in 1980 to concentrate ull time on writing. The irst volume o his biography o Picasso was published in 1991 with subsequent volumes published in 1996 and 2007. In 2012 Richardson was appointed Knight Commander o the Order o the British Empire (KBE) or his services to art.;Germany;Europe;2
99;O.L. Mishk;female;https://images.gr-assets.com/authors/1354142495p7/5130239.jpg;;United States;North America;11
100;David Kaufmann;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Italy;Europe;10
101;George Eliot;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Italy;Europe;10
102;R.G. Grant;female;https://s.gr-assets.com/assets/nophoto/user/f_333x500-c8899232290ea51bb160dea14c29470b.png;;United Kingdom;Europe;6
103;Ralph Ginzburg;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Canada;North America;12
104;Ann McGovern;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Brazil;South America;4
105;National Museum of Forest Service History;male;https://s.gr-assets.com/assets/nophoto/user/m_333x500-a9c67bed07ee7e10983a5d5ccc572516.png;;Canada;North America;12
106;Vinson Synan;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;France;Europe;8
107;Dennis Cramer;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;United States;North America;11
108;Dave   Smith;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Italy;Europe;10
109;Regina Janes;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Spain;Europe;7
110;Gabriel García Márquez;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Canada;North America;12
111;Robert M. Sapolsky;male;https://s.gr-assets.com/assets/nophoto/user/m_333x500-a9c67bed07ee7e10983a5d5ccc572516.png;;Australia;Oceania;9
112;Jonathan Rowson;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;United Kingdom;Europe;6
113;John Reitano;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;France;Europe;8
114;Dr. Seuss;female;https://s.gr-assets.com/assets/nophoto/user/f_333x500-c8899232290ea51bb160dea14c29470b.png;;Australia;Oceania;9
115;Libby Ellis;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Germany;Europe;2
116;Debbie Raleigh;male;https://images.gr-assets.com/authors/1367581334p7/411547.jpg;Andrew has been a marital therapist or almost thirty years. He trained with RELATE the UK's leading couple counselling charity. He now has a private practice in London and Sussex (England) gives workshops on relationship and inspirational talks. His books have been translated into twenty languages (including French German Spanish Japanese Chinese and Italian). He also writes or UK newspapers Daily Mail and Mail on Sunday. These articles are collected on his acebook page. As well as being a writer Andrew is a keen reader and is always looking or suggestions o great books to read (either about relationships or novels). Most recently he has published a memoir about the death o his partner and the problems o bereavement. It is called 'My Mourning Year.';Spain;Europe;7
117;Kevin Henkes;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Japan;Asia;5
118;Stephen R. Swinburne;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;United States;North America;11
119;Patrick Süskind;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Japan;Asia;5
120;Jane Flanagan;male;https://images.gr-assets.com/authors/1449257607p7/324141.jpg;Roy Sydney George Hattersley British Politian and author.;Australia;Oceania;9
121;Mandy Aftel;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;France;Europe;8
122;Robert A. Heinlein;male;https://images.gr-assets.com/authors/1442494613p7/14366204.jpg;;South Africa;Africa;1
123;Nick  Webb;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Australia;Oceania;9
124;Alec Kalla;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;United States;North America;11
125;Terry Jones;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Italy;Europe;10
126;Adam Sacks;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Canada;North America;12
127;Kathleen L. Bulloch;male;https://images.gr-assets.com/authors/1308091231p7/43312.jpg;Jean-Marc Loicier is a French author o books about ilms and television programs as well as numerous comic books and translations o a number o animation screenplays. He usually collaborates with his wie Randy Loicier;Germany;Europe;2
128;Harry G. Frankfurt;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Canada;North America;12
129;Nick Flynn;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Spain;Europe;7
130;Stanley Bing;male;https://images.gr-assets.com/authors/1397907657p7/8154761.jpg;;Canada;North America;12
131;Graham Edmonds;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;France;Europe;8
132;Ron Schalow;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Japan;Asia;5
133;Laura Penny;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;France;Europe;8
134;Phil T. O'Brien;male;https://images.gr-assets.com/authors/1466077065p7/153556.jpg;eorge Stalk Jr. is Senior Partner and Managing Director or The Boston Consulting Group as well as an Adjunct Proessor o Strategic Management or the Rotman School o Management at University o Toronto. He joined BCG in 1978 and has worked in its Boston Chicago Tokyo and Toronto oices. His proessional practice ocuses on international and time-based competition. He holds a BSEM rom the University o Michigan an MSA&amp;United States;North America;11
135;Ian Gurvitz;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Australia;Oceania;9
136;Garry Wills;female;https://s.gr-assets.com/assets/nophoto/user/f_333x500-c8899232290ea51bb160dea14c29470b.png;;Canada;North America;12
137;Abraham Lincoln;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Brazil;South America;4
138;Carin T. Ford;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;United States;North America;11
139;Don DeLillo;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Germany;Europe;2
140;Thomas Pynchon;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;Italy;Europe;10
141;Harold Bloom;unknown;https://images.gr-assets.com/authors/1574364223p7/16294201.jpg;Liara Tamani lives in Houston Texas. She holds an MFA in writing rom Vermont College. She is the author o the acclaimed Calling My Name which was a 2018 PEN America Literary Award Finalist and a 2018 SCBWI Golden Kite Finalist and All the Things We Never Knew. a target=;United States;North America;11
142;Richard Fariña;female;https://images.gr-assets.com/authors/1325741139p7/316778.jpg;Michele Lang writes supernatural stories set in uturistic places: the stories o witches lawyers goddesses cops bankers demons and other magical creatures hidden in plain sight.Visit Michele on the web: a target=;Canada;North America;12
143;Joan Didion;female;https://s.gr-assets.com/assets/nophoto/user/f_333x500-c8899232290ea51bb160dea14c29470b.png;;United Kingdom;Europe;6
144;Cleo Birdwell;female;https://images.gr-assets.com/authors/1294738932p7/1135075.jpg;Henrietta Rose-Innes is a South Arican writer based in Cape Town. Her novel Nineveh was published by Random House Struik in 2011 ollowing a short-story collection Homing and two earlier novels: Shark's Egg and The Rock Alphabet.In 2012 her short story 'Sanctuary' took second place in the BBC International Short Story Competition. Nineveh was shortlisted or the 2012 Sunday Times Fiction Prize and the M-Net Literary Award. In 2008 Henrietta won the Caine Prize or Arican Writing or which she was shortlisted in 2007. Also in 2007 she was awarded the South Arican PEN Literary Award. Shark's Egg was shortlisted or the 2001 M-Net Book Prize.Her short stories have appeared in various international publications including Granta AGNI and The Best American Nonrequired Reading 2011. A collection o short pieces translated into German was published in September 2008 as Dream Homes. ;Italy;Europe;10
145;Paul Auster;unknown;https://s.gr-assets.com/assets/nophoto/user/u_333x500-46491541e26dbeac15f51487d68dd207.png;;India;Asia;3
146;Paul Hallasy;female;https://images.gr-assets.com/authors/1535361158p7/8424188.jpg;;Canada;North America;12
147;Eric Brown;male;https://images.gr-assets.com/authors/1352214132p7/519724.jpg;Till Lindemann was born in Leipzig East Germany but he grew up in the village o Wendisch-Rambow near Schwerin (in East Germany). His ather was children's poet Werner Lindemann and his mother Brigitte ;Japan;Asia;5
